id,label
374,2
375,0
376,3
377,6
378,2
379,0
380,0
381,2
382,6
383,0
384,0
385,3
386,4
387,4
388,6
389,3
390,3
391,4
392,4
393,2
394,5
395,3
396,3
397,6
398,3
399,2
400,5
401,6
402,3
403,6
404,6
405,2
406,3
407,6
408,0
409,3
410,3
411,6
412,3
413,6
414,4
415,6
416,6
417,4
418,2
419,4
420,2
421,3
422,3
423,5
424,4
425,3
426,5
427,0
428,6
429,3
430,6
431,2
432,6
433,4
434,3
435,4
436,4
437,6
438,5
439,2
440,3
441,3
442,0
443,6
444,6
445,3
446,3
447,4
448,6
449,0
450,4
451,6
452,4
453,4
454,4
455,3
456,4
457,3
458,6
459,0
460,3
461,5
462,4
463,3
464,3
465,0
466,5
467,3
468,6
469,4
470,4
471,3
472,3
473,3
474,5
475,3
476,4
477,5
478,5
479,5
480,3
481,6
482,4
483,6
484,5
485,3
486,4
487,4
488,3
489,2
490,0
491,3
492,5
493,0
494,3
495,6
496,4
497,6
498,5
499,3
500,0
501,3
502,3
503,3
504,0
505,4
506,3
507,4
508,6
509,4
510,2
511,0
512,4
513,4
514,0
515,0
516,0
517,0
518,6
519,5
520,2
521,2
522,4
523,3
524,0
525,3
526,5
527,6
528,4
529,3
530,5
531,3
532,4
533,3
534,4
535,3
536,2
537,2
538,0
539,5
540,4
541,3
542,3
543,4
544,3
545,4
546,3
547,3
548,6
549,6
550,5
551,4
552,0
553,4
554,6
555,5
556,5
557,6
558,2
559,4
560,2
561,3
562,4
563,5
564,6
565,6
566,0
567,6
568,4
569,3
570,3
571,2
572,0
573,0
574,6
575,3
576,5
577,4
578,6
579,6
580,0
581,5
582,2
583,3
584,5
585,2
586,3
587,3
588,6
589,5
590,4
591,6
592,4
593,0
594,3
595,3
596,6
597,0
598,4
599,6
600,3
601,3
602,2
603,2
604,3
605,3
606,0
607,5
608,2
609,3
610,3
611,3
612,5
613,3
614,6
615,3
616,5
617,6
618,6
619,4
620,4
621,4
622,0
623,3
624,3
625,6
626,0
627,6
628,6
629,4
630,3
631,1
632,6
633,6
634,3
635,4
636,6
637,0
638,4
639,4
640,3
641,2
642,4
643,6
644,4
645,6
646,2
647,6
648,0
649,5
650,2
651,4
652,4
653,3
654,0
655,2
656,6
657,3
658,3
659,5
660,2
661,6
662,3
663,0
664,3
665,4
666,6
667,5
668,4
669,2
670,6
671,4
672,4
673,3
674,4
675,5
676,3
677,4
678,4
679,0
680,3
681,2
682,5
683,0
684,3
685,2
686,0
687,3
688,3
689,6
690,4
691,4
692,6
693,3
694,3
695,5
696,0
697,6
698,0
699,6
700,0
701,3
702,3
703,6
704,5
705,6
706,5
707,5
708,4
709,6
710,4
711,3
712,3
713,4
714,6
715,3
716,4
717,4
718,6
719,6
720,3
721,6
722,5
723,3
724,3
725,4
726,4
727,3
728,0
729,4
730,0
731,4
732,2
733,0
734,0
735,6
736,6
737,3
738,3
739,6
740,6
741,4
742,4
743,6
744,2
745,2
746,2
747,0
748,3
749,3
750,6
751,3
752,0
753,6
754,3
755,3
756,4
757,4
758,0
759,3
760,5
761,5
762,4
763,5
764,3
765,6
766,4
767,0
768,6
769,3
770,2
771,6
772,5
773,4
774,4
775,6
776,0
777,6
778,3
779,3
780,6
781,4
782,0
783,0
784,6
785,3
786,3
787,3
788,6
789,4
790,6
791,3
792,5
793,6
794,6
795,2
796,0
797,6
798,3
799,2
800,6
801,0
802,6
803,3
804,6
805,3
806,3
807,5
808,3
809,2
810,2
811,0
812,3
813,5
814,4
815,3
816,6
817,6
818,4
819,0
820,3
821,6
822,0
823,3
824,3
825,3
826,5
827,6
828,2
829,3
830,3
831,0
832,3
833,3
834,4
835,3
836,6
837,4
838,0
839,3
840,5
841,0
842,3
843,6
844,4
845,6
846,4
847,6
848,2
849,5
850,2
851,6
852,0
853,4
854,6
855,4
856,0
857,3
858,6
859,0
860,0
861,0
862,4
863,3
864,3
865,4
866,0
867,3
868,6
869,3
870,3
871,3
872,6
873,5
874,0
875,6
876,6
877,6
878,6
879,4
880,0
881,0
882,5
883,6
884,4
885,3
886,6
887,6
888,6
889,3
890,3
891,3
892,5
893,0
894,3
895,3
896,3
897,3
898,3
899,3
900,0
901,3
902,5
903,4
904,3
905,0
906,0
907,3
908,2
909,2
910,6
911,3
912,3
913,6
914,3
915,5
916,6
917,6
918,6
919,0
920,6
921,0
922,5
923,3
924,2
925,6
926,4
927,4
928,0
929,3
930,2
931,2
932,2
933,2
934,6
935,0
936,4
937,3
938,6
939,6
940,2
941,2
942,3
943,3
944,4
945,2
946,4
947,4
948,5
949,0
950,6
951,3
952,3
953,4
954,0
955,0
956,4
957,3
958,6
959,0
960,4
961,5
962,4
963,6
964,0
965,3
966,5
967,3
968,3
969,5
970,4
971,2
972,4
973,5
974,2
975,4
976,5
977,0
978,6
979,3
980,5
981,3
982,3
983,5
984,3
985,3
986,0
987,3
988,0
989,0
990,6
991,0
992,3
993,6
994,0
995,6
996,6
997,3
998,6
999,3
1000,3
1001,4
1002,3
1003,3
1004,5
1005,0
1006,0
1007,0
1008,3
1009,0
1010,6
1011,3
1012,5
1013,4
1014,3
1015,5
1016,3
1017,4
1018,3
1019,3
1020,2
1021,6
1022,6
1023,3
1024,6
1025,3
1026,1
1027,4
1028,4
1029,0
1030,3
1031,2
1032,5
1033,5
1034,2
1035,6
1036,2
1037,6
1038,0
1039,4
1040,6
1041,0
1042,6
1043,6
1044,3
1045,5
1046,6
1047,5
1048,4
1049,3
1050,5
1051,4
1052,6
1053,3
1054,5
1055,4
1056,3
1057,6
1058,4
1059,6
1060,0
1061,4
1062,6
1063,6
1064,3
1065,3
1066,5
1067,0
1068,6
1069,4
1070,6
1071,3
1072,5
1073,5
1074,4
1075,6
1076,3
1077,4
1078,2
1079,3
1080,6
1081,5
1082,6
1083,4
1084,6
1085,2
1086,4
1087,6
1088,3
1089,3
1090,2
1091,6
1092,5
1093,3
1094,2
1095,4
1096,5
1097,3
1098,4
1099,2
1100,6
1101,2
1102,3
1103,5
1104,6
1105,4
1106,0
1107,4
1108,3
1109,3
1110,0
1111,4
1112,6
1113,3
1114,6
1115,3
1116,3
1117,5
1118,5
1119,0
1120,6
1121,3
1122,6
1123,3
1124,0
1125,6
1126,3
1127,2
1128,2
1129,5
1130,4
1131,4
1132,5
1133,3
1134,0
1135,3
1136,3
1137,3
1138,4
1139,3
1140,4
1141,6
1142,1
1143,4
1144,6
1145,6
1146,4
1147,2
1148,3
1149,0
1150,4
1151,3
1152,5
1153,6
1154,1
1155,4
1156,5
1157,3
1158,0
1159,6
1160,2
1161,5
1162,4
1163,5
1164,3
1165,0
1166,4
1167,3
1168,4
1169,0
1170,4
1171,3
1172,3
1173,6
1174,6
1175,3
1176,4
1177,2
1178,0
1179,6
1180,4
1181,2
1182,5
1183,3
1184,4
1185,2
1186,2
1187,6
1188,6
1189,6
1190,5
1191,5
1192,6
1193,0
1194,6
1195,0
1196,4
1197,4
1198,2
1199,4
1200,6
1201,6
1202,3
1203,5
1204,4
1205,6
1206,6
1207,3
1208,2
1209,4
1210,2
1211,3
1212,4
1213,6
1214,2
1215,6
1216,6
1217,6
1218,4
1219,4
1220,6
1221,4
1222,3
1223,4
1224,0
1225,6
1226,4
1227,4
1228,0
1229,5
1230,4
1231,3
1232,3
1233,3
1234,6
1235,3
1236,3
1237,4
1238,4
1239,3
1240,4
1241,0
1242,3
1243,3
1244,3
1245,6
1246,3
1247,0
1248,2
1249,3
1250,3
1251,3
1252,3
1253,3
1254,5
1255,5
1256,4
1257,2
1258,5
1259,6
1260,2
1261,2
1262,6
1263,6
1264,3
1265,0
1266,6
1267,3
1268,6
1269,5
1270,2
1271,6
1272,3
1273,3
1274,0
1275,4
1276,6
1277,4
1278,0
1279,2
1280,3
1281,5
1282,2
1283,3
1284,0
1285,6
1286,4
1287,4
1288,0
1289,3
1290,3
1291,6
1292,6
1293,6
1294,4
1295,0
1296,6
1297,6
1298,4
1299,3
1300,4
1301,1
1302,3
1303,3
1304,3
1305,4
1306,5
1307,5
1308,5
1309,6
1310,6
1311,3
1312,3
1313,4
1314,6
1315,4
1316,1
1317,3
1318,3
1319,0
1320,3
1321,4
1322,3
1323,4
1324,4
1325,3
1326,0
1327,5
1328,0
1329,5
1330,4
1331,5
1332,4
1333,6
1334,5
1335,3
1336,6
1337,3
1338,0
1339,3
1340,3
1341,4
1342,6
1343,3
1344,6
1345,4
1346,4
1347,5
1348,3
1349,6
1350,3
1351,3
1352,4
1353,0
1354,4
1355,4
1356,6
1357,6
1358,3
1359,3
1360,4
1361,4
1362,0
1363,2
1364,3
1365,2
1366,4
1367,0
1368,6
1369,2
1370,6
1371,6
1372,2
1373,5
1374,6
1375,4
1376,0
1377,5
1378,3
1379,5
1380,6
1381,3
1382,3
1383,3
1384,3
1385,5
1386,0
1387,5
1388,3
1389,3
1390,6
1391,2
1392,3
1393,6
1394,6
1395,5
1396,2
1397,6
1398,4
1399,6
1400,4
1401,4
1402,2
1403,1
1404,4
1405,3
1406,6
1407,3
1408,4
1409,0
1410,3
1411,3
1412,0
1413,3
1414,3
1415,0
1416,3
1417,6
1418,3
1419,6
1420,3
1421,4
1422,2
1423,6
1424,5
1425,4
1426,3
1427,3
1428,4
1429,2
1430,5
1431,4
1432,3
1433,4
1434,6
1435,3
1436,3
1437,5
1438,3
1439,0
1440,3
1441,3
1442,5
1443,3
1444,6
1445,3
1446,2
1447,3
1448,6
1449,2
1450,3
1451,6
1452,3
1453,4
1454,3
1455,6
1456,6
1457,6
1458,6
1459,3
1460,3
1461,4
1462,3
1463,3
1464,2
1465,0
1466,4
1467,2
1468,6
1469,2
1470,6
1471,6
1472,0
1473,6
1474,0
1475,5
1476,4
1477,3
1478,0
1479,3
1480,3
1481,3
1482,3
1483,5
1484,6
1485,4
1486,6
1487,3
1488,4
1489,0
1490,3
1491,4
1492,6
1493,0
1494,6
1495,5
1496,3
1497,4
1498,5
1499,3
1500,4
1501,6
1502,3
1503,0
1504,2
1505,4
1506,0
1507,4
1508,0
1509,3
1510,4
1511,3
1512,0
1513,3
1514,4
1515,5
1516,2
1517,6
1518,2
1519,3
1520,0
1521,3
1522,4
1523,2
1524,3
1525,5
1526,3
1527,0
1528,5
1529,4
1530,0
1531,4
1532,0
1533,0
1534,2
1535,3
1536,6
1537,0
1538,6
1539,6
1540,6
1541,5
1542,4
1543,4
1544,0
1545,6
1546,6
1547,2
1548,6
1549,0
1550,4
1551,3
1552,6
1553,3
1554,6
1555,0
1556,3
1557,0
1558,3
1559,4
1560,0
1561,6
1562,2
1563,6
1564,6
1565,6
1566,6
1567,2
1568,4
1569,4
1570,4
1571,3
1572,4
1573,3
1574,3
1575,5
1576,3
1577,3
1578,3
1579,0
1580,0
1581,4
1582,3
1583,2
1584,0
1585,3
1586,3
1587,0
1588,6
1589,2
1590,0
1591,3
1592,4
1593,6
1594,3
1595,0
1596,0
1597,5
1598,4
1599,4
1600,2
1601,3
1602,4
1603,4
1604,3
1605,5
1606,4
1607,3
1608,2
1609,4
1610,6
1611,4
1612,5
1613,3
1614,1
1615,0
1616,4
1617,4
1618,4
1619,0
1620,3
1621,6
1622,3
1623,4
1624,4
1625,6
1626,2
1627,5
1628,5
1629,0
1630,0
1631,3
1632,5
1633,0
1634,4
1635,6
1636,3
1637,2
1638,6
1639,0
1640,6
1641,0
1642,0
1643,4
1644,6
1645,6
1646,2
1647,5
1648,5
1649,4
1650,0
1651,3
1652,2
1653,6
1654,5
1655,4
1656,4
1657,5
1658,4
1659,4
1660,6
1661,0
1662,5
1663,5
1664,5
1665,3
1666,0
1667,6
1668,3
1669,5
1670,6
1671,5
1672,3
1673,5
1674,6
1675,5
1676,4
1677,5
1678,5
1679,4
1680,0
1681,5
1682,3
1683,5
1684,1
1685,3
1686,3
1687,6
1688,4
1689,6
1690,3
1691,6
1692,6
1693,0
1694,6
1695,5
1696,4
1697,6
1698,4
1699,1
1700,3
1701,0
1702,0
1703,6
1704,3
1705,4
1706,0
1707,6
1708,3
1709,3
1710,4
1711,6
1712,3
1713,4
1714,6
1715,4
1716,6
1717,0
1718,2
1719,5
1720,6
1721,4
1722,4
1723,6
1724,3
1725,5
1726,6
1727,3
1728,6
1729,3
1730,0
1731,3
1732,2
1733,0
1734,6
1735,4
1736,4
1737,3
1738,6
1739,6
1740,6
1741,4
1742,3
1743,6
1744,5
1745,4
1746,4
1747,5
1748,5
1749,6
1750,0
1751,0
1752,5
1753,6
1754,6
1755,6
1756,6
1757,0
1758,6
1759,6
1760,6
1761,4
1762,4
1763,6
1764,3
1765,6
1766,6
1767,4
1768,2
1769,6
1770,3
1771,3
1772,0
1773,5
1774,0
1775,2
1776,4
1777,3
1778,1
1779,6
1780,4
1781,0
1782,4
1783,3
1784,2
1785,4
1786,6
1787,4
1788,3
1789,3
1790,3
1791,2
1792,2
1793,4
1794,6
1795,6
1796,5
1797,5
1798,0
1799,4
1800,3
1801,3
1802,3
1803,5
1804,3
1805,3
1806,3
1807,5
1808,3
1809,3
1810,0
1811,0
1812,6
1813,4
1814,3
1815,0
1816,2
1817,3
1818,4
1819,3
1820,4
1821,6
1822,4
1823,3
1824,2
1825,6
1826,3
1827,5
1828,3
1829,0
1830,4
1831,2
1832,6
1833,4
1834,4
1835,5
1836,6
1837,3
1838,6
1839,5
1840,3
1841,4
1842,3
1843,2
1844,5
1845,4
1846,6
1847,5
1848,0
1849,3
1850,2
1851,3
1852,5
1853,3
1854,2
1855,0
1856,4
1857,3
1858,5
1859,6
1860,5
1861,3
1862,0
1863,3
1864,6
1865,6
1866,6
1867,3
1868,0
1869,4
1870,6
1871,6
1872,0
1873,3
1874,0
1875,3
1876,3
1877,1
1878,0
1879,2
1880,5
1881,4
1882,6
1883,4
1884,6
1885,0
1886,2
1887,0
1888,2
1889,5
1890,4
1891,2
1892,3
1893,0
1894,6
1895,6
1896,3
1897,3
1898,3
1899,0
1900,5
1901,0
1902,4
1903,3
1904,4
1905,0
1906,4
1907,0
1908,3
1909,3
1910,3
1911,0
1912,4
1913,4
1914,4
1915,2
1916,4
1917,6
1918,3
1919,6
1920,6
1921,3
1922,6
1923,5
1924,3
1925,3
1926,3
1927,5
1928,4
1929,6
1930,4
1931,3
1932,2
1933,4
1934,3
1935,3
1936,0
1937,6
1938,3
1939,3
1940,3
1941,6
1942,5
1943,2
1944,6
1945,4
1946,6
1947,3
1948,3
1949,6
1950,5
1951,4
1952,3
1953,4
1954,2
1955,6
1956,6
1957,3
1958,6
1959,6
1960,2
1961,4
1962,0
1963,5
1964,2
1965,5
1966,4
1967,0
1968,0
1969,4
1970,3
1971,0
1972,3
1973,3
1974,3
1975,4
1976,6
1977,4
1978,0
1979,0
1980,0
1981,4
1982,5
1983,0
1984,6
1985,2
1986,3
1987,0
1988,0
1989,4
1990,6
1991,3
1992,4
1993,4
1994,0
1995,4
1996,4
1997,6
1998,4
1999,6
2000,4
2001,4
2002,2
2003,6
2004,2
2005,0
2006,2
2007,0
2008,6
2009,4
2010,3
2011,5
2012,4
2013,3
2014,4
2015,4
2016,3
2017,4
2018,0
2019,3
2020,4
2021,4
2022,6
2023,6
2024,4
2025,5
2026,5
2027,3
2028,3
2029,4
2030,4
2031,0
2032,0
2033,3
2034,0
2035,6
2036,6
2037,6
2038,3
2039,3
2040,4
2041,5
2042,3
2043,1
2044,0
2045,6
2046,3
2047,5
2048,3
2049,3
2050,4
2051,5
2052,6
2053,4
2054,6
2055,6
2056,3
2057,5
2058,3
2059,6
2060,0
2061,0
2062,6
2063,6
2064,4
2065,6
2066,6
2067,0
2068,0
2069,5
2070,6
2071,4
2072,2
2073,2
2074,3
2075,3
2076,3
2077,5
2078,2
2079,3
2080,3
2081,2
2082,3
2083,0
2084,5
2085,4
2086,4
2087,4
2088,0
2089,2
2090,2
2091,0
2092,6
2093,5
2094,6
2095,2
2096,5
2097,3
2098,6
2099,2
2100,3
2101,3
2102,6
2103,6
2104,5
2105,6
2106,6
2107,4
2108,5
2109,3
2110,0
2111,5
2112,6
2113,4
2114,4
2115,1
2116,3
2117,4
2118,6
2119,4
2120,6
2121,2
2122,4
2123,6
2124,3
2125,5
2126,2
2127,3
2128,5
2129,6
2130,3
2131,0
2132,2
2133,0
2134,2
2135,6
2136,3
2137,4
2138,3
2139,4
2140,4
2141,4
2142,6
2143,3
2144,5
2145,4
2146,4
2147,3
2148,0
2149,3
2150,6
2151,3
2152,5
2153,6
2154,3
2155,5
2156,0
2157,6
2158,6
2159,3
2160,6
2161,2
2162,3
2163,0
2164,5
2165,0
2166,2
2167,6
2168,5
2169,0
2170,3
2171,5
2172,5
2173,6
2174,4
2175,5
2176,0
2177,0
2178,2
2179,4
2180,2
2181,3
2182,4
2183,6
2184,6
2185,0
2186,0
2187,5
2188,6
2189,0
2190,3
2191,2
2192,4
2193,0
2194,3
2195,3
2196,4
2197,4
2198,4
2199,3
2200,3
2201,3
2202,5
2203,4
2204,3
2205,4
2206,5
2207,2
2208,2
2209,4
2210,4
2211,6
2212,3
2213,5
2214,2
2215,5
2216,5
2217,0
2218,2
2219,0
2220,3
2221,6
2222,0
2223,3
2224,6
2225,3
2226,4
2227,2
2228,3
2229,3
2230,3
2231,6
2232,3
2233,4
2234,4
2235,4
2236,3
2237,4
2238,5
2239,6
2240,0
2241,0
2242,3
2243,6
2244,2
2245,3
2246,4
2247,0
2248,4
2249,6
2250,6
2251,0
2252,4
2253,0
2254,4
2255,6
2256,4
2257,0
2258,6
2259,3
2260,5
2261,0
2262,0
2263,5
2264,3
2265,2
2266,0
2267,3
2268,6
2269,5
2270,4
2271,4
2272,3
2273,2
2274,5
2275,3
2276,3
2277,4
2278,0
2279,3
2280,6
2281,3
2282,6
2283,6
2284,6
2285,5
2286,6
2287,3
2288,6
2289,5
2290,3
2291,3
2292,6
2293,3
2294,5
2295,6
2296,3
2297,5
2298,3
2299,3
2300,3
2301,5
2302,5
2303,6
2304,3
2305,5
2306,0
2307,3
2308,6
2309,6
2310,6
2311,2
2312,5
2313,3
2314,5
2315,6
2316,3
2317,6
2318,3
2319,4
2320,4
2321,4
2322,6
2323,3
2324,4
2325,3
2326,0
2327,4
2328,4
2329,5
2330,6
2331,4
2332,0
2333,2
2334,5
2335,4
2336,6
2337,4
2338,6
2339,2
2340,2
2341,3
2342,0
2343,4
2344,5
2345,0
2346,0
2347,3
2348,6
2349,0
2350,4
2351,0
2352,6
2353,4
2354,3
2355,3
2356,3
2357,3
2358,6
2359,6
2360,5
2361,3
2362,6
2363,0
2364,4
2365,3
2366,6
2367,4
2368,3
2369,0
2370,6
2371,0
2372,6
2373,6
2374,3
2375,6
2376,0
2377,4
2378,0
2379,4
2380,3
2381,3
2382,3
2383,3
2384,0
2385,6
2386,3
2387,4
2388,2
2389,3
2390,3
2391,3
2392,3
2393,2
2394,3
2395,3
2396,3
2397,0
2398,4
2399,5
2400,3
2401,0
2402,0
2403,3
2404,3
2405,3
2406,4
2407,5
2408,0
2409,5
2410,3
2411,3
2412,5
2413,0
2414,5
2415,6
2416,2
2417,3
2418,4
2419,3
2420,5
2421,4
2422,4
2423,2
2424,5
2425,4
2426,5
2427,3
2428,2
2429,0
2430,3
2431,0
2432,1
2433,5
2434,5
2435,6
2436,0
2437,6
2438,4
2439,5
2440,0
2441,3
2442,6
2443,3
2444,6
2445,6
2446,3
2447,5
2448,3
2449,6
2450,2
2451,3
2452,1
2453,0
2454,0
2455,3
2456,3
2457,1
2458,2
2459,6
2460,3
2461,6
2462,2
2463,4
2464,4
2465,3
2466,3
2467,0
2468,4
2469,0
2470,5
2471,0
2472,4
2473,3
2474,4
2475,6
2476,6
2477,3
2478,6
2479,5
2480,2
2481,5
2482,4
2483,2
2484,5
2485,6
2486,3
2487,2
2488,6
2489,4
2490,6
2491,0
2492,4
2493,6
2494,4
2495,4
2496,6
2497,3
2498,3
2499,0
2500,3
2501,4
2502,0
2503,5
2504,3
2505,0
2506,0
2507,6
2508,2
2509,3
2510,3
2511,3
2512,5
2513,5
2514,3
2515,3
2516,6
2517,3
2518,6
2519,3
2520,4
2521,3
2522,3
2523,3
2524,5
2525,3
2526,4
2527,3
2528,3
2529,2
2530,6
2531,3
2532,3
2533,5
2534,2
2535,6
2536,4
2537,3
2538,6
2539,2
2540,6
2541,3
2542,4
2543,4
2544,2
2545,0
2546,4
2547,3
2548,4
2549,6
2550,4
2551,4
2552,6
2553,4
2554,5
2555,3
2556,2
2557,4
2558,5
2559,3
2560,3
2561,3
2562,3
2563,6
2564,3
2565,6
2566,2
2567,0
2568,0
2569,3
2570,4
2571,3
2572,2
2573,3
2574,6
2575,2
2576,6
2577,0
2578,4
2579,0
2580,3
2581,3
2582,2
2583,4
2584,4
2585,5
2586,3
2587,0
2588,5
2589,6
2590,5
2591,3
2592,2
2593,0
2594,0
2595,5
2596,4
2597,3
2598,5
2599,4
2600,5
2601,3
2602,5
2603,3
2604,5
2605,4
2606,3
2607,4
2608,3
2609,0
2610,3
2611,4
2612,6
2613,3
2614,2
2615,3
2616,4
2617,5
2618,6
2619,4
2620,2
2621,5
2622,2
2623,0
2624,6
2625,6
2626,2
2627,3
2628,2
2629,3
2630,4
2631,0
2632,6
2633,5
2634,3
2635,0
2636,6
2637,6
2638,5
2639,0
2640,1
2641,6
2642,2
2643,3
2644,4
2645,0
2646,6
2647,5
2648,6
2649,3
2650,4
2651,0
2652,1
2653,3
2654,3
2655,0
2656,2
2657,3
2658,3
2659,6
2660,4
2661,0
2662,6
2663,3
2664,3
2665,4
2666,3
2667,6
2668,6
2669,5
2670,2
2671,3
2672,3
2673,3
2674,0
2675,2
2676,6
2677,6
2678,4
2679,0
2680,4
2681,6
2682,4
2683,6
2684,0
2685,6
2686,2
2687,0
2688,2
2689,5
2690,4
2691,0
2692,4
2693,3
2694,4
2695,0
2696,3
2697,0
2698,4
2699,6
2700,3
2701,0
2702,6
2703,2
2704,6
2705,4
2706,5
2707,4
2708,4
2709,2
2710,3
2711,4
2712,0
2713,0
2714,6
2715,5
2716,0
2717,0
2718,4
2719,3
2720,4
2721,3
2722,2
2723,6
2724,3
2725,3
2726,6
2727,5
2728,6
2729,3
2730,6
2731,5
2732,2
2733,3
2734,4
2735,6
2736,5
2737,4
2738,4
2739,4
2740,4
2741,6
2742,3
2743,0
2744,3
2745,4
2746,6
2747,2
2748,3
2749,3
2750,6
2751,2
2752,3
2753,3
2754,4
2755,2
2756,5
2757,3
2758,0
2759,5
2760,6
2761,4
2762,3
2763,0
2764,2
2765,3
2766,4
2767,4
2768,0
2769,6
2770,3
2771,4
2772,2
2773,6
2774,4
2775,0
2776,3
2777,2
2778,3
2779,3
2780,6
2781,2
2782,3
2783,2
2784,3
2785,6
2786,6
2787,3
2788,2
2789,6
2790,6
2791,2
2792,0
2793,3
2794,5
2795,6
2796,5
2797,6
2798,0
2799,3
2800,3
2801,2
2802,4
2803,4
2804,2
2805,0
2806,3
2807,0
2808,4
2809,4
2810,5
2811,6
2812,4
2813,4
2814,4
2815,6
2816,0
2817,5
2818,3
2819,4
2820,0
2821,3
2822,6
2823,4
2824,3
2825,6
2826,6
2827,0
2828,4
2829,3
2830,2
2831,4
2832,4
2833,3
2834,3
2835,6
2836,5
2837,5
2838,3
2839,4
2840,6
2841,3
2842,3
2843,2
2844,3
2845,6
2846,3
2847,0
2848,4
2849,5
2850,5
2851,2
2852,5
2853,5
2854,6
2855,4
2856,6
2857,4
2858,0
2859,6
2860,3
2861,0
2862,3
2863,3
2864,6
2865,3
2866,4
2867,0
2868,3
2869,4
2870,4
2871,0
2872,6
2873,3
2874,4
2875,3
2876,3
2877,2
2878,6
2879,4
2880,4
2881,4
2882,4
2883,6
2884,0
2885,4
2886,6
2887,4
2888,3
2889,3
2890,3
2891,2
2892,6
2893,5
2894,6
2895,6
2896,0
2897,2
2898,5
2899,4
2900,5
2901,3
2902,6
2903,0
2904,4
2905,3
2906,2
2907,3
2908,2
2909,0
2910,4
2911,3
2912,6
2913,6
2914,3
2915,4
2916,2
2917,4
2918,6
2919,3
2920,0
2921,0
2922,5
2923,5
2924,6
2925,3
2926,4
2927,4
2928,3
2929,5
2930,3
2931,5
2932,6
2933,5
2934,3
2935,2
2936,3
2937,6
2938,6
2939,6
2940,6
2941,4
2942,6
2943,3
2944,3
2945,3
2946,4
2947,3
2948,4
2949,6
2950,3
2951,1
2952,3
2953,5
2954,4
2955,0
2956,4
2957,0
2958,6
2959,5
2960,5
2961,6
2962,4
2963,6
2964,0
2965,6
2966,3
2967,3
2968,2
2969,6
2970,3
2971,5
2972,2
2973,6
2974,3
2975,3
2976,3
2977,3
2978,4
2979,4
2980,6
2981,0
2982,6
2983,5
2984,4
2985,2
2986,5
2987,4
2988,0
2989,2
2990,6
2991,4
2992,4
2993,0
2994,4
2995,4
2996,5
2997,3
2998,3
